"Data anno corrente","Giorno settimana","Vendite R1","Scontrini R1"
"2017-02-16","Giovedi",4070.75,533.0
"2017-02-17","Venerdi",5624.39,741.0
"2017-02-18","Sabato",10026.92,1259.0
"2017-02-19","Domenica",7852.23,863.0
"2017-02-20","Lunedi",3551.0,469.0
"2017-02-21","Martedi",3766.13,514.0
"2017-02-22","Mercoledi",3646.42,557.0
"2017-02-23","Giovedi",3995.17,517.0
"2017-02-24","Venerdi",5290.64,669.0
"2017-02-25","Sabato",9718.05,1275.0
"2017-02-26","Domenica",7810.37,918.0
"2017-02-27","Lunedi",6008.4,789.0
"2017-02-28","Martedi",4675.63,570.0
"2017-03-01","Mercoledi",4383.02,570.0
"2017-03-02","Giovedi",4234.33,533.0
"2017-03-03","Venerdi",5350.82,678.0
"2017-03-04","Sabato",9892.02,1343.0
"2017-03-05","Domenica",8351.62,907.0
"2017-03-06","Lunedi",3314.2,460.0
"2017-03-07","Martedi",4039.78,541.0
"2017-03-08","Mercoledi",5953.39,778.0
"2017-03-09","Giovedi",4000.17,532.0
"2017-03-10","Venerdi",5135.61,629.0
"2017-03-11","Sabato",10361.62,1375.0
"2017-03-12","Domenica",6904.11,817.0
"2017-03-13","Lunedi",3594.52,485.0
"2017-03-14","Martedi",3491.56,485.0
"2017-03-15","Mercoledi",3968.18,476.0
"2017-03-16","Giovedi",4412.08,569.0
"2017-03-17","Venerdi",6307.57,769.0
"2017-03-18","Sabato",10641.38,1333.0
"2017-03-19","Domenica",7983.54,810.0
"2017-03-20","Lunedi",3994.85,490.0
"2017-03-21","Martedi",4145.36,498.0
"2017-03-22","Mercoledi",4694.44,549.0
"2017-03-23","Giovedi",4239.12,556.0
"2017-03-24","Venerdi",5775.16,738.0
"2017-03-25","Sabato",11318.59,1379.0
"2017-03-26","Domenica",8263.78,963.0
"2017-03-27","Lunedi",3928.07,482.0
"2017-03-28","Martedi",3812.66,530.0
"2017-03-29","Mercoledi",4311.77,542.0
"2017-03-30","Giovedi",4240.97,549.0
"2017-03-31","Venerdi",5805.73,741.0
"2017-04-01","Sabato",9430.83,1168.0
"2017-04-02","Domenica",8466.25,969.0
"2017-04-03","Lunedi",3740.5,515.0
"2017-04-04","Martedi",4114.82,538.0
"2017-04-05","Mercoledi",4627.5,579.0
"2017-04-06","Giovedi",4373.36,590.0
"2017-04-07","Venerdi",5974.98,732.0
"2017-04-08","Sabato",9581.38,1195.0
"2017-04-09","Domenica",7339.36,836.0
"2017-04-10","Lunedi",3665.99,493.0
"2017-04-11","Martedi",4556.86,599.0
"2017-04-12","Mercoledi",7260.64,892.0
"2017-04-13","Giovedi",6205.05,747.0
"2017-04-14","Venerdi",7302.64,878.0
"2017-04-15","Sabato",10307.11,1322.0
"2017-04-16","Domenica",3270.03,395.0
"2017-04-17","Lunedi",6814.09,768.0
"2017-04-18","Martedi",5097.56,635.0
"2017-04-19","Mercoledi",4466.01,540.0
"2017-04-20","Giovedi",4266.33,587.0
"2017-04-21","Venerdi",5834.42,779.0
"2017-04-22","Sabato",10483.15,1305.0
"2017-04-23","Domenica",8065.97,915.0
"2017-04-24","Lunedi",7459.45,902.0
"2017-04-25","Martedi",8951.07,984.0
"2017-04-26","Mercoledi",4316.18,501.0
"2017-04-27","Giovedi",4125.82,538.0
"2017-04-28","Venerdi",5736.81,759.0
"2017-04-29","Sabato",9972.66,1238.0
"2017-04-30","Domenica",8205.66,1025.0
"2017-05-01","Lunedi",8015.64,984.0
"2017-05-02","Martedi",3693.82,475.0
"2017-05-03","Mercoledi",4518.33,573.0
"2017-05-04","Giovedi",4952.22,569.0
"2017-05-05","Venerdi",5927.08,740.0
"2017-05-06","Sabato",9727.0,1197.0
"2017-05-07","Domenica",8556.35,969.0
"2017-05-08","Lunedi",3770.04,485.0
"2017-05-09","Martedi",4091.77,511.0
"2017-05-10","Mercoledi",6040.11,811.0
"2017-05-11","Giovedi",5117.32,635.0
"2017-05-12","Venerdi",6468.1,798.0
"2017-05-13","Sabato",8846.7,1104.0
"2017-05-14","Domenica",6776.48,771.0
"2017-05-15","Lunedi",4471.53,558.0
"2017-05-16","Martedi",3658.06,503.0
"2017-05-17","Mercoledi",3550.96,466.0
"2017-05-18","Giovedi",4144.0,544.0
"2017-05-19","Venerdi",5458.68,663.0
"2017-05-20","Sabato",8838.36,1137.0
"2017-05-21","Domenica",7028.25,801.0
"2017-05-22","Lunedi",3682.19,472.0
"2017-05-23","Martedi",3493.89,442.0
"2017-05-24","Mercoledi",3740.73,472.0
"2017-05-25","Giovedi",4522.96,571.0
"2017-05-26","Venerdi",5416.06,652.0
"2017-05-27","Sabato",7913.69,962.0
"2017-05-28","Domenica",5597.75,629.0
"2017-05-29","Lunedi",3954.99,517.0
"2017-05-30","Martedi",3480.39,447.0
"2017-05-31","Mercoledi",4352.31,536.0
"2017-06-01","Giovedi",5516.98,654.0
"2017-06-02","Venerdi",7138.98,856.0
"2017-06-03","Sabato",7260.38,910.0
"2017-06-04","Domenica",7938.67,875.0
"2017-06-05","Lunedi",4248.1,591.0
"2017-06-06","Martedi",3936.62,536.0
"2017-06-07","Mercoledi",4576.46,612.0
"2017-06-08","Giovedi",5968.08,839.0
"2017-06-09","Venerdi",5396.48,712.0
"2017-06-10","Sabato",8614.19,1086.0
"2017-06-11","Domenica",6248.54,764.0
"2017-06-12","Lunedi",3920.98,526.0
"2017-06-13","Martedi",3945.94,586.0
"2017-06-14","Mercoledi",4833.61,650.0
"2017-06-15","Giovedi",5572.53,686.0
"2017-06-16","Venerdi",5752.55,753.0
"2017-06-17","Sabato",8577.44,1164.0
"2017-06-18","Domenica",7212.91,839.0
"2017-06-19","Lunedi",4178.54,546.0
"2017-06-20","Martedi",3905.24,510.0
"2017-06-21","Mercoledi",4412.05,580.0
"2017-06-22","Giovedi",5065.64,665.0
"2017-06-23","Venerdi",5167.58,676.0
"2017-06-24","Sabato",8547.39,1103.0
"2017-06-25","Domenica",8178.69,979.0
"2017-06-26","Lunedi",5075.02,667.0
"2017-06-27","Martedi",4961.86,630.0
"2017-06-28","Mercoledi",5072.04,637.0
"2017-06-29","Giovedi",5288.03,678.0
"2017-06-30","Venerdi",6238.29,783.0
"2017-07-01","Sabato",11188.97,1550.0
"2017-07-02","Domenica",8408.93,1035.0
"2017-07-03","Lunedi",4813.6,712.0
"2017-07-04","Martedi",4590.42,670.0
"2017-07-05","Mercoledi",5925.3,874.0
"2017-07-06","Giovedi",5064.13,710.0
"2017-07-07","Venerdi",5981.86,796.0
"2017-07-08","Sabato",9180.77,1122.0
"2017-07-09","Domenica",8593.49,951.0
"2017-07-10","Lunedi",5357.91,825.0
"2017-07-11","Martedi",5322.69,762.0
"2017-07-12","Mercoledi",5429.47,785.0
"2017-07-13","Giovedi",5445.55,707.0
"2017-07-14","Venerdi",6044.96,796.0
"2017-07-15","Sabato",8305.67,1090.0
"2017-07-16","Domenica",6844.05,814.0
"2017-07-17","Lunedi",5066.45,675.0
"2017-07-18","Martedi",4633.93,644.0
"2017-07-19","Mercoledi",4848.68,646.0
"2017-07-20","Giovedi",4595.96,657.0
"2017-07-21","Venerdi",6041.66,786.0
"2017-07-22","Sabato",8420.88,1069.0
"2017-07-23","Domenica",7168.71,891.0
"2017-07-24","Lunedi",5388.65,741.0
"2017-07-25","Martedi",5153.86,694.0
"2017-07-26","Mercoledi",4928.17,665.0
"2017-07-27","Giovedi",4702.18,653.0
"2017-07-28","Venerdi",5788.39,872.0
"2017-07-29","Sabato",8161.3,1111.0
"2017-07-30","Domenica",7554.37,869.0
"2017-07-31","Lunedi",4928.6,666.0
"2017-08-01","Martedi",4750.47,642.0
"2017-08-02","Mercoledi",4889.3,649.0
"2017-08-03","Giovedi",4820.66,681.0
"2017-08-04","Venerdi",5063.03,663.0
"2017-08-05","Sabato",8027.97,1025.0
"2017-08-06","Domenica",7417.58,936.0
"2017-08-07","Lunedi",4736.04,650.0
"2017-08-08","Martedi",5108.44,650.0
"2017-08-09","Mercoledi",5452.95,717.0
"2017-08-10","Giovedi",6466.89,823.0
"2017-08-11","Venerdi",6635.19,824.0
"2017-08-12","Sabato",8387.69,1069.0
"2017-08-13","Domenica",6279.32,781.0
"2017-08-14","Lunedi",5700.29,698.0
"2017-08-15","Martedi",4466.48,513.0
"2017-08-16","Mercoledi",4926.44,617.0
"2017-08-17","Giovedi",4820.53,622.0
"2017-08-18","Venerdi",5268.82,702.0
"2017-08-19","Sabato",7581.11,944.0
"2017-08-20","Domenica",6208.89,693.0
"2017-08-21","Lunedi",4853.93,626.0
"2017-08-22","Martedi",4941.0,616.0
"2017-08-23","Mercoledi",4971.0,670.0
"2017-08-24","Giovedi",5476.38,694.0
"2017-08-25","Venerdi",5729.78,711.0
"2017-08-26","Sabato",8378.65,1040.0
"2017-08-27","Domenica",6980.54,781.0
"2017-08-28","Lunedi",5637.4,684.0
"2017-08-29","Martedi",5418.62,642.0
"2017-08-30","Mercoledi",5876.1,705.0
"2017-08-31","Giovedi",6616.55,808.0
"2017-09-01","Venerdi",7318.58,864.0
"2017-09-02","Sabato",11561.96,1317.0
"2017-09-03","Domenica",8863.51,989.0
"2017-09-04","Lunedi",5900.67,719.0
"2017-09-05","Martedi",6523.65,755.0
"2017-09-06","Mercoledi",6084.35,691.0
"2017-09-07","Giovedi",6431.68,787.0
"2017-09-08","Venerdi",7237.25,795.0
"2017-09-09","Sabato",10660.81,1214.0
"2017-09-10","Domenica",9485.95,1038.0
"2017-09-11","Lunedi",6078.36,700.0
"2017-09-12","Martedi",5133.74,644.0
"2017-09-13","Mercoledi",5667.0,669.0
"2017-09-14","Giovedi",5451.49,629.0
"2017-09-15","Venerdi",7648.94,865.0
"2017-09-16","Sabato",12893.22,1480.0
"2017-09-17","Domenica",9672.09,1048.0
"2017-09-18","Lunedi",4548.71,561.0
"2017-09-19","Martedi",4889.35,599.0
"2017-09-20","Mercoledi",5129.06,646.0
"2017-09-21","Giovedi",5158.38,669.0
"2017-09-22","Venerdi",6373.88,718.0
"2017-09-23","Sabato",10580.86,1272.0
"2017-09-24","Domenica",7858.44,829.0
"2017-09-25","Lunedi",3252.04,442.0
"2017-09-26","Martedi",3339.24,443.0
"2017-09-27","Mercoledi",3508.8,449.0
"2017-09-28","Giovedi",3819.55,522.0
"2017-09-29","Venerdi",5624.99,668.0
"2017-09-30","Sabato",9320.77,1216.0
"2017-10-01","Domenica",7651.28,881.0
"2017-10-02","Lunedi",3479.51,465.0
"2017-10-03","Martedi",3286.2,423.0
"2017-10-04","Mercoledi",3604.99,466.0
"2017-10-05","Giovedi",3511.44,461.0
"2017-10-06","Venerdi",5382.52,730.0
"2017-10-07","Sabato",10004.25,1275.0
"2017-10-08","Domenica",6696.87,750.0
"2017-10-09","Lunedi",3099.42,427.0
"2017-10-10","Martedi",3212.95,437.0
"2017-10-11","Mercoledi",3616.06,479.0
"2017-10-12","Giovedi",3284.83,452.0
"2017-10-13","Venerdi",4814.46,684.0
"2017-10-14","Sabato",8865.78,1149.0
"2017-10-15","Domenica",6253.31,769.0
"2017-10-16","Lunedi",3189.89,463.0
"2017-10-17","Martedi",3296.22,466.0
"2017-10-18","Mercoledi",3293.82,481.0
"2017-10-19","Giovedi",3626.06,523.0
"2017-10-20","Venerdi",5358.43,698.0
"2017-10-21","Sabato",10097.78,1303.0
"2017-10-22","Domenica",7425.57,881.0
"2017-10-23","Lunedi",3507.26,466.0
"2017-10-24","Martedi",3404.6,463.0
"2017-10-25","Mercoledi",3468.63,468.0
"2017-10-26","Giovedi",3783.32,465.0
"2017-10-27","Venerdi",5548.83,720.0
"2017-10-28","Sabato",9361.59,1220.0
"2017-10-29","Domenica",6720.72,805.0
"2017-10-30","Lunedi",3656.82,509.0
"2017-10-31","Martedi",6620.27,816.0
"2017-11-01","Mercoledi",7467.07,847.0
"2017-11-02","Giovedi",2974.63,414.0
"2017-11-03","Venerdi",5173.13,687.0
"2017-11-04","Sabato",9647.82,1217.0
"2017-11-05","Domenica",6804.14,808.0
"2017-11-06","Lunedi",3243.06,454.0
"2017-11-07","Martedi",3359.23,444.0
"2017-11-08","Mercoledi",3933.08,485.0
"2017-11-09","Giovedi",3218.27,445.0
"2017-11-10","Venerdi",5277.59,674.0
"2017-11-11","Sabato",10414.61,1303.0
"2017-11-12","Domenica",8153.6,863.0
"2017-11-13","Lunedi",3138.99,411.0
"2017-11-14","Martedi",3267.83,457.0
"2017-11-15","Mercoledi",3749.49,491.0
"2017-11-16","Giovedi",3503.98,465.0
"2017-11-17","Venerdi",6035.41,744.0
"2017-11-18","Sabato",10393.57,1309.0
"2017-11-19","Domenica",8490.14,929.0
"2017-11-20","Lunedi",3311.75,463.0
"2017-11-21","Martedi",3351.43,460.0
"2017-11-22","Mercoledi",3306.41,442.0
"2017-11-23","Giovedi",3867.79,492.0
"2017-11-24","Venerdi",6354.08,799.0
"2017-11-25","Sabato",9753.0,1256.0
"2017-11-26","Domenica",8695.67,1020.0
"2017-11-27","Lunedi",3558.46,460.0
"2017-11-28","Martedi",3064.9,391.0
"2017-11-29","Mercoledi",3596.43,492.0
"2017-11-30","Giovedi",3307.81,431.0
"2017-12-01","Venerdi",6258.88,853.0
"2017-12-02","Sabato",11544.73,1456.0
"2017-12-03","Domenica",8959.05,1048.0
"2017-12-04","Lunedi",3638.28,498.0
"2017-12-05","Martedi",3934.86,504.0
"2017-12-06","Mercoledi",4223.46,570.0
"2017-12-07","Giovedi",5899.82,804.0
"2017-12-08","Venerdi",9427.54,1160.0
"2017-12-09","Sabato",9913.23,1244.0
"2017-12-10","Domenica",6357.65,700.0
"2017-12-11","Lunedi",3719.99,459.0
"2017-12-12","Martedi",3678.11,475.0
"2017-12-13","Mercoledi",5299.31,738.0
"2017-12-14","Giovedi",4948.32,638.0
"2017-12-15","Venerdi",6815.21,793.0
"2017-12-16","Sabato",11596.67,1429.0
"2017-12-17","Domenica",10242.55,1089.0
"2017-12-18","Lunedi",4957.95,645.0
"2017-12-19","Martedi",5304.15,680.0
"2017-12-20","Mercoledi",5756.6,699.0
"2017-12-21","Giovedi",6304.38,811.0
"2017-12-22","Venerdi",7907.97,968.0
"2017-12-23","Sabato",11750.03,1391.0
"2017-12-24","Domenica",4513.28,550.0
"2017-12-25","Lunedi",2332.21,294.0
"2017-12-26","Martedi",5999.09,746.0
"2017-12-27","Mercoledi",6126.17,768.0
"2017-12-28","Giovedi",7294.45,851.0
"2017-12-29","Venerdi",6796.46,741.0
"2017-12-30","Sabato",9452.56,1150.0
"2017-12-31","Domenica",3201.77,356.0
"2018-01-01","Lunedi",7066.7,746.0
"2018-01-02","Martedi",5810.33,716.0
"2018-01-03","Mercoledi",5884.99,721.0
"2018-01-04","Giovedi",6472.63,725.0
"2018-01-05","Venerdi",7648.11,878.0
"2018-01-06","Sabato",11340.1,1302.0
"2018-01-07","Domenica",8494.54,890.0
"2018-01-08","Lunedi",3467.94,446.0
"2018-01-09","Martedi",3887.98,494.0
"2018-01-10","Mercoledi",4008.03,520.0
"2018-01-11","Giovedi",4129.93,490.0
"2018-01-12","Venerdi",6342.45,735.0
"2018-01-13","Sabato",12433.69,1417.0
"2018-01-14","Domenica",8612.8,922.0
"2018-01-15","Lunedi",3644.1,485.0
"2018-01-16","Martedi",4192.05,498.0
"2018-01-17","Mercoledi",4004.56,506.0
"2018-01-18","Giovedi",4410.01,549.0
"2018-01-19","Venerdi",4893.18,609.0
"2018-01-20","Sabato",10613.1,1294.0
"2018-01-21","Domenica",7910.86,889.0
"2018-01-22","Lunedi",3678.53,461.0
"2018-01-23","Martedi",3663.95,431.0
"2018-01-24","Mercoledi",3884.85,497.0
"2018-01-25","Giovedi",4427.61,570.0
"2018-01-26","Venerdi",5549.85,644.0
"2018-01-27","Sabato",10495.95,1319.0
"2018-01-28","Domenica",8330.39,874.0
"2018-01-29","Lunedi",2981.7,369.0
"2018-01-30","Martedi",3408.43,405.0
"2018-01-31","Mercoledi",3647.67,442.0
"2018-02-01","Giovedi",3561.89,427.0
"2018-02-02","Venerdi",5590.96,715.0
"2018-02-03","Sabato",9567.06,1205.0
"2018-02-04","Domenica",7576.05,831.0
"2018-02-05","Lunedi",2957.25,363.0
"2018-02-06","Martedi",2882.22,379.0
"2018-02-07","Mercoledi",3542.97,449.0
"2018-02-08","Giovedi",4053.37,519.0
"2018-02-09","Venerdi",5352.62,680.0
"2018-02-10","Sabato",10681.09,1305.0
"2018-02-11","Domenica",8536.33,948.0
"2018-02-12","Lunedi",5627.28,705.0
"2018-02-13","Martedi",5365.25,632.0
"2018-02-14","Mercoledi",4162.48,546.0
"2018-02-15","Giovedi",3814.76,502.0
"2018-02-16","Venerdi",5425.5,678.0
"2018-02-17","Sabato",10573.13,1295.0
"2018-02-18","Domenica",8589.23,908.0
"2018-02-19","Lunedi",3132.06,415.0
"2018-02-20","Martedi",3849.66,487.0
"2018-02-21","Mercoledi",3951.56,493.0
"2018-02-22","Giovedi",3457.84,455.0
"2018-02-23","Venerdi",4884.72,644.0
"2018-02-24","Sabato",10912.22,1314.0
"2018-02-25","Domenica",5508.98,595.0
"2018-02-26","Lunedi",3576.23,473.0
"2018-02-27","Martedi",3644.76,474.0
"2018-02-28","Mercoledi",3811.24,480.0
"2018-03-01","Giovedi",3856.6,478.0
"2018-03-02","Venerdi",5077.43,556.0
"2018-03-03","Sabato",4300.57,576.0
"2018-03-04","Domenica",8826.69,1032.0
"2018-03-05","Lunedi",4096.38,530.0
"2018-03-06","Martedi",4034.1,532.0
"2018-03-07","Mercoledi",3290.86,463.0
"2018-03-08","Giovedi",4371.61,596.0
"2018-03-09","Venerdi",4957.72,684.0
"2018-03-10","Sabato",10674.51,1307.0
"2018-03-11","Domenica",8185.09,952.0
"2018-03-12","Lunedi",3227.26,466.0
"2018-03-13","Martedi",3461.14,495.0
"2018-03-14","Mercoledi",3944.55,565.0
"2018-03-15","Giovedi",3929.03,535.0
"2018-03-16","Venerdi",5893.14,772.0
"2018-03-17","Sabato",11184.22,1400.0
"2018-03-18","Domenica",8012.16,911.0
"2018-03-19","Lunedi",3634.73,486.0
"2018-03-20","Martedi",3705.34,511.0
"2018-03-21","Mercoledi",3334.09,507.0
"2018-03-22","Giovedi",4407.69,604.0
"2018-03-23","Venerdi",5614.42,739.0
"2018-03-24","Sabato",11073.64,1431.0
"2018-03-25","Domenica",7957.11,962.0
"2018-03-26","Lunedi",3648.38,524.0
"2018-03-27","Martedi",3927.53,557.0
"2018-03-28","Mercoledi",4954.21,647.0
"2018-03-29","Giovedi",6326.17,829.0
"2018-03-30","Venerdi",6101.12,853.0
"2018-03-31","Sabato",9493.24,1248.0
"2018-04-01","Domenica",2361.32,295.0
"2018-04-02","Lunedi",6482.14,728.0
"2018-04-03","Martedi",4820.89,588.0
"2018-04-04","Mercoledi",3123.61,441.0
"2018-04-05","Giovedi",3560.91,481.0
"2018-04-06","Venerdi",5836.42,799.0
"2018-04-07","Sabato",10313.66,1331.0
"2018-04-08","Domenica",6913.3,817.0
"2018-04-09","Lunedi",3715.29,520.0
"2018-04-10","Martedi",4226.04,538.0
"2018-04-11","Mercoledi",3889.28,530.0
"2018-04-12","Giovedi",4791.07,581.0
"2018-04-13","Venerdi",7096.32,932.0
"2018-04-14","Sabato",11079.58,1346.0
"2018-04-15","Domenica",9628.16,1070.0
"2018-04-16","Lunedi",3685.08,499.0
"2018-04-17","Martedi",3732.45,517.0
"2018-04-18","Mercoledi",3623.64,497.0
"2018-04-19","Giovedi",4652.02,636.0
"2018-04-20","Venerdi",6041.11,753.0
"2018-04-21","Sabato",9100.11,1147.0
"2018-04-22","Domenica",8106.52,936.0
"2018-04-23","Lunedi",3460.24,463.0
"2018-04-24","Martedi",4677.64,627.0
"2018-04-25","Mercoledi",7479.79,870.0
"2018-04-26","Giovedi",3772.51,518.0
"2018-04-27","Venerdi",6238.08,805.0
"2018-04-28","Sabato",10309.5,1228.0
"2018-04-29","Domenica",9116.35,1009.0
"2018-04-30","Lunedi",7138.98,824.0
"2018-05-01","Martedi",7336.0,810.0
"2018-05-02","Mercoledi",3847.32,487.0
"2018-05-03","Giovedi",3802.41,485.0
"2018-05-04","Venerdi",4853.32,617.0
"2018-05-05","Sabato",10052.19,1215.0
"2018-05-06","Domenica",6710.58,780.0
"2018-05-07","Lunedi",3388.67,458.0
"2018-05-08","Martedi",3588.28,460.0
"2018-05-09","Mercoledi",3854.49,492.0
"2018-05-10","Giovedi",3976.58,499.0
"2018-05-11","Venerdi",5699.67,685.0
"2018-05-12","Sabato",7687.61,937.0
"2018-05-13","Domenica",7416.3,847.0
"2018-05-14","Lunedi",3400.9,444.0
"2018-05-15","Martedi",4203.03,507.0
"2018-05-16","Mercoledi",3830.85,541.0
"2018-05-17","Giovedi",3648.37,433.0
"2018-05-18","Venerdi",5658.23,682.0
"2018-05-19","Sabato",9905.5,1232.0
"2018-05-20","Domenica",7487.55,859.0
"2018-05-21","Lunedi",3296.59,463.0
"2018-05-22","Martedi",3974.77,533.0
"2018-05-23","Mercoledi",3806.69,540.0
"2018-05-24","Giovedi",3807.01,497.0
"2018-05-25","Venerdi",5972.49,797.0
"2018-05-26","Sabato",8199.99,1016.0
"2018-05-27","Domenica",8025.91,954.0
"2018-05-28","Lunedi",3761.81,499.0
"2018-05-29","Martedi",3754.89,488.0
"2018-05-30","Mercoledi",3815.23,494.0
"2018-05-31","Giovedi",3856.6,478.0
"2018-06-01","Venerdi",10729.37,1325.0
"2018-06-02","Sabato",9036.52,1131.0
"2018-06-03","Domenica",7058.94,829.0
"2018-06-04","Lunedi",4108.58,516.0
"2018-06-05","Martedi",3346.7,457.0
"2018-06-06","Mercoledi",3405.19,432.0
"2018-06-07","Giovedi",4114.45,544.0
"2018-06-08","Venerdi",7004.99,860.0
"2018-06-09","Sabato",7829.97,946.0
"2018-06-10","Domenica",7273.18,887.0
"2018-06-11","Lunedi",4138.71,527.0
"2018-06-12","Martedi",4062.12,511.0
"2018-06-13","Mercoledi",4654.48,596.0
"2018-06-14","Giovedi",4392.02,554.0
"2018-06-15","Venerdi",5349.58,687.0
"2018-06-16","Sabato",7819.33,947.0
"2018-06-17","Domenica",6743.87,793.0
"2018-06-18","Lunedi",3439.43,439.0
"2018-06-19","Martedi",3131.83,442.0
"2018-06-20","Mercoledi",3799.76,500.0
"2018-06-21","Giovedi",4215.12,539.0
"2018-06-22","Venerdi",5180.82,644.0
"2018-06-23","Sabato",9287.19,1124.0
"2018-06-24","Domenica",6571.2,824.0
"2018-06-25","Lunedi",4024.82,549.0
"2018-06-26","Martedi",3907.01,525.0
"2018-06-27","Mercoledi",3625.5,500.0
"2018-06-28","Giovedi",4487.91,557.0
"2018-06-29","Venerdi",5597.42,709.0
"2018-06-30","Sabato",7202.0,909.0
"2018-07-01","Domenica",7659.28,969.0
"2018-07-02","Lunedi",4137.55,537.0
"2018-07-03","Martedi",4335.33,589.0
"2018-07-04","Mercoledi",4672.64,607.0
"2018-07-05","Giovedi",4720.18,593.0
"2018-07-06","Venerdi",5913.59,809.0
"2018-07-07","Sabato",7888.91,987.0
"2018-07-08","Domenica",8202.48,1019.0
"2018-07-09","Lunedi",4553.53,608.0
"2018-07-10","Martedi",4990.24,649.0
"2018-07-11","Mercoledi",5245.65,712.0
"2018-07-12","Giovedi",4679.48,639.0
"2018-07-13","Venerdi",6378.93,827.0
"2018-07-14","Sabato",9140.68,1166.0
"2018-07-15","Domenica",7287.1,863.0
"2018-07-16","Lunedi",5133.67,631.0
"2018-07-17","Martedi",4946.06,599.0
"2018-07-18","Mercoledi",4009.24,556.0
"2018-07-19","Giovedi",4200.32,548.0
"2018-07-20","Venerdi",5537.91,726.0
"2018-07-21","Sabato",11343.91,1461.0
"2018-07-22","Domenica",8685.53,1056.0
"2018-07-23","Lunedi",4615.17,580.0
"2018-07-24","Martedi",4350.13,561.0
"2018-07-25","Mercoledi",4307.4,576.0
"2018-07-26","Giovedi",4242.76,553.0
"2018-07-27","Venerdi",6459.35,923.0
"2018-07-28","Sabato",7549.82,965.0
"2018-07-29","Domenica",8056.25,937.0
"2018-07-30","Lunedi",3869.76,535.0
"2018-07-31","Martedi",4128.9,602.0
"2018-08-01","Mercoledi",4355.98,575.0
"2018-08-02","Giovedi",4546.3,584.0
"2018-08-03","Venerdi",5977.0,716.0
"2018-08-04","Sabato",8061.68,1015.0
"2018-08-05","Domenica",6939.15,852.0
"2018-08-06","Lunedi",4711.24,616.0
"2018-08-07","Martedi",4740.63,625.0
"2018-08-08","Mercoledi",3981.68,516.0
"2018-08-09","Giovedi",5311.68,638.0
"2018-08-10","Venerdi",6298.34,748.0
"2018-08-11","Sabato",8544.57,1012.0
"2018-08-12","Domenica",8092.78,934.0
"2018-08-13","Lunedi",6670.36,734.0
"2018-08-14","Martedi",6099.26,716.0
"2018-08-15","Mercoledi",2542.66,322.0
"2018-08-16","Giovedi",4979.3,632.0
"2018-08-17","Venerdi",5998.54,737.0
"2018-08-18","Sabato",7250.32,937.0
"2018-08-19","Domenica",7222.89,859.0
"2018-08-20","Lunedi",5116.13,621.0
"2018-08-21","Martedi",4663.94,595.0
"2018-08-22","Mercoledi",5355.47,634.0
"2018-08-23","Giovedi",5142.18,603.0
"2018-08-24","Venerdi",6453.35,743.0
"2018-08-25","Sabato",10030.98,1184.0
"2018-08-26","Domenica",7157.78,827.0
"2018-08-27","Lunedi",4904.61,615.0
"2018-08-28","Martedi",4774.85,608.0
"2018-08-29","Mercoledi",5259.39,642.0
"2018-08-30","Giovedi",5286.18,637.0
"2018-08-31","Venerdi",7047.42,822.0
"2018-09-01","Sabato",11002.76,1288.0
