Data anno corrente,Giorno settimana,Vendite R2,Scontrini R2
2017-07-10,Lunedi,6324.08,707.0
2017-07-11,Martedi,6396.41,707.0
2017-07-12,Mercoledi,6575.85,723.0
2017-07-13,Giovedi,5585.33,655.0
2017-07-14,Venerdi,8380.74,900.0
2017-07-15,Sabato,9016.17,967.0
2017-07-16,Domenica,8063.54,771.0
2017-07-17,Lunedi,6269.94,691.0
2017-07-18,Martedi,5357.81,638.0
2017-07-19,Mercoledi,6300.82,721.0
2017-07-20,Giovedi,6531.01,758.0
2017-07-21,Venerdi,7941.09,887.0
2017-07-22,Sabato,8588.75,893.0
2017-07-23,Domenica,7528.19,779.0
2017-07-24,Lunedi,6561.17,680.0
2017-07-25,Martedi,5599.95,653.0
2017-07-26,Mercoledi,6683.85,747.0
2017-07-27,Giovedi,6466.87,663.0
2017-07-28,Venerdi,7788.87,923.0
2017-07-29,Sabato,9604.37,962.0
2017-07-30,Domenica,7734.49,766.0
2017-07-31,Lunedi,5651.52,654.0
2017-08-01,Martedi,6005.65,621.0
2017-08-02,Mercoledi,5716.24,650.0
2017-08-03,Giovedi,6390.76,731.0
2017-08-04,Venerdi,6580.92,752.0
2017-08-05,Sabato,8275.06,820.0
2017-08-06,Domenica,7895.9,781.0
2017-08-07,Lunedi,5685.88,616.0
2017-08-08,Martedi,5617.1,633.0
2017-08-09,Mercoledi,5510.79,599.0
2017-08-10,Giovedi,6588.14,680.0
2017-08-11,Venerdi,8021.45,800.0
2017-08-12,Sabato,7985.99,854.0
2017-08-13,Domenica,6115.5,611.0
2017-08-14,Lunedi,6227.55,657.0
2017-08-15,Martedi,5327.33,528.0
2017-08-16,Mercoledi,5947.55,629.0
2017-08-17,Giovedi,5723.11,609.0
2017-08-18,Venerdi,7526.32,830.0
2017-08-19,Sabato,8429.01,848.0
2017-08-20,Domenica,6956.65,730.0
2017-08-21,Lunedi,6862.26,719.0
2017-08-22,Martedi,6054.41,680.0
2017-08-23,Mercoledi,6208.56,703.0
2017-08-24,Giovedi,6560.1,686.0
2017-08-25,Venerdi,7632.71,854.0
2017-08-26,Sabato,9643.69,990.0
2017-08-27,Domenica,8138.27,787.0
2017-08-28,Lunedi,6243.53,698.0
2017-08-29,Martedi,6332.41,696.0
2017-08-30,Mercoledi,6856.35,748.0
2017-08-31,Giovedi,7522.86,807.0
2017-09-01,Venerdi,9584.82,1006.0
2017-09-02,Sabato,11800.61,1181.0
2017-09-03,Domenica,9178.03,873.0
2017-09-04,Lunedi,7767.89,853.0
2017-09-05,Martedi,7314.01,811.0
2017-09-06,Mercoledi,7152.24,733.0
2017-09-07,Giovedi,7385.57,778.0
2017-09-08,Venerdi,8750.26,902.0
2017-09-09,Sabato,12156.59,1172.0
2017-09-10,Domenica,10693.86,972.0
2017-09-11,Lunedi,7965.18,871.0
2017-09-12,Martedi,8220.7,827.0
2017-09-13,Mercoledi,7918.24,837.0
2017-09-14,Giovedi,8095.52,820.0
2017-09-15,Venerdi,11573.33,1171.0
2017-09-16,Sabato,12633.91,1276.0
2017-09-17,Domenica,10233.61,942.0
2017-09-18,Lunedi,6705.01,705.0
2017-09-19,Martedi,6496.39,730.0
2017-09-20,Mercoledi,6914.33,742.0
2017-09-21,Giovedi,7216.19,789.0
2017-09-22,Venerdi,9944.83,1056.0
2017-09-23,Sabato,12386.35,1252.0
2017-09-24,Domenica,9441.14,908.0
2017-09-25,Lunedi,7007.85,730.0
2017-09-26,Martedi,6075.87,646.0
2017-09-27,Mercoledi,5831.01,640.0
2017-09-28,Giovedi,7114.35,749.0
2017-09-29,Venerdi,9859.03,1083.0
2017-09-30,Sabato,11790.04,1179.0
2017-10-01,Domenica,9388.87,877.0
2017-10-02,Lunedi,6753.69,704.0
2017-10-03,Martedi,5962.14,662.0
2017-10-04,Mercoledi,6018.7,642.0
2017-10-05,Giovedi,7126.69,756.0
2017-10-06,Venerdi,10573.87,1147.0
2017-10-07,Sabato,11555.43,1174.0
2017-10-08,Domenica,9429.95,845.0
2017-10-09,Lunedi,5484.64,631.0
2017-10-10,Martedi,5707.6,645.0
2017-10-11,Mercoledi,6672.73,713.0
2017-10-12,Giovedi,6727.75,718.0
2017-10-13,Venerdi,10329.15,1095.0
2017-10-14,Sabato,11022.03,1123.0
2017-10-15,Domenica,9227.37,803.0
2017-10-16,Lunedi,6057.87,648.0
2017-10-17,Martedi,5626.37,601.0
2017-10-18,Mercoledi,6036.01,651.0
2017-10-19,Giovedi,6369.18,650.0
2017-10-20,Venerdi,9722.29,995.0
2017-10-21,Sabato,11984.96,1131.0
2017-10-22,Domenica,9491.23,869.0
2017-10-23,Lunedi,5872.81,638.0
2017-10-24,Martedi,5913.63,616.0
2017-10-25,Mercoledi,6189.61,650.0
2017-10-26,Giovedi,7374.6,750.0
2017-10-27,Venerdi,10625.38,1112.0
2017-10-28,Sabato,12739.27,1213.0
2017-10-29,Domenica,9418.01,830.0
2017-10-30,Lunedi,6573.23,700.0
2017-10-31,Martedi,9105.59,940.0
2017-11-01,Mercoledi,10371.6,913.0
2017-11-02,Giovedi,6954.28,697.0
2017-11-03,Venerdi,9290.57,1001.0
2017-11-04,Sabato,11374.07,1141.0
2017-11-05,Domenica,8660.91,793.0
2017-11-06,Lunedi,5712.54,618.0
2017-11-07,Martedi,5415.81,583.0
2017-11-08,Mercoledi,6119.34,633.0
2017-11-09,Giovedi,6632.11,696.0
2017-11-10,Venerdi,9902.57,1020.0
2017-11-11,Sabato,11935.5,1139.0
2017-11-12,Domenica,9658.34,868.0
2017-11-13,Lunedi,6315.9,668.0
2017-11-14,Martedi,6602.72,712.0
2017-11-15,Mercoledi,7518.22,745.0
2017-11-16,Giovedi,7505.22,791.0
2017-11-17,Venerdi,10423.85,1106.0
2017-11-18,Sabato,13204.03,1278.0
2017-11-19,Domenica,9757.02,888.0
2017-11-20,Lunedi,6310.25,670.0
2017-11-21,Martedi,6358.36,686.0
2017-11-22,Mercoledi,6629.06,694.0
2017-11-23,Giovedi,7355.7,771.0
2017-11-24,Venerdi,9611.47,1054.0
2017-11-25,Sabato,12319.47,1174.0
2017-11-26,Domenica,9379.8,880.0
2017-11-27,Lunedi,5777.4,630.0
2017-11-28,Martedi,5616.85,639.0
2017-11-29,Mercoledi,6709.53,721.0
2017-11-30,Giovedi,7298.04,737.0
2017-12-01,Venerdi,11025.64,1264.0
2017-12-02,Sabato,12596.78,1213.0
2017-12-03,Domenica,10310.61,902.0
2017-12-04,Lunedi,6771.38,745.0
2017-12-05,Martedi,6484.03,698.0
2017-12-06,Mercoledi,8532.99,890.0
2017-12-07,Giovedi,9353.03,999.0
2017-12-08,Venerdi,10815.57,1031.0
2017-12-09,Sabato,12465.74,1214.0
2017-12-10,Domenica,7788.05,666.0
2017-12-11,Lunedi,5940.16,634.0
2017-12-12,Martedi,6263.5,652.0
2017-12-13,Mercoledi,7058.93,783.0
2017-12-14,Giovedi,7550.72,771.0
2017-12-15,Venerdi,10652.66,1084.0
2017-12-16,Sabato,12920.34,1264.0
2017-12-17,Domenica,11349.21,966.0
2017-12-18,Lunedi,7052.35,792.0
2017-12-19,Martedi,8438.15,850.0
2017-12-20,Mercoledi,7702.9,768.0
2017-12-21,Giovedi,8644.6,925.0
2017-12-22,Venerdi,11092.47,1089.0
2017-12-23,Sabato,12606.16,1164.0
2017-12-24,Domenica,3240.32,266.0
2017-12-25,Lunedi,5099.73,520.0
2017-12-26,Martedi,9294.06,862.0
2017-12-27,Mercoledi,7850.06,776.0
2017-12-28,Giovedi,8940.95,874.0
2017-12-29,Venerdi,9809.4,974.0
2017-12-30,Sabato,11039.66,1003.0
2017-12-31,Domenica,2829.45,226.0
2018-01-01,Lunedi,11810.11,1010.0
2018-01-02,Martedi,8321.91,800.0
2018-01-03,Mercoledi,7757.89,783.0
2018-01-04,Giovedi,8687.78,814.0
2018-01-05,Venerdi,11041.07,1067.0
2018-01-06,Sabato,12899.37,1162.0
2018-01-07,Domenica,10769.31,927.0
2018-01-08,Lunedi,6499.42,672.0
2018-01-09,Martedi,6583.85,707.0
2018-01-10,Mercoledi,7274.56,700.0
2018-01-11,Giovedi,7173.31,716.0
2018-01-12,Venerdi,12082.39,1225.0
2018-01-13,Sabato,14752.73,1358.0
2018-01-14,Domenica,11154.75,952.0
2018-01-15,Lunedi,6850.76,755.0
2018-01-16,Martedi,7202.74,722.0
2018-01-17,Mercoledi,8656.5,865.0
2018-01-18,Giovedi,8068.41,801.0
2018-01-19,Venerdi,10681.96,1102.0
2018-01-20,Sabato,14556.59,1419.0
2018-01-21,Domenica,10831.48,932.0
2018-01-22,Lunedi,6652.36,705.0
2018-01-23,Martedi,7037.93,703.0
2018-01-24,Mercoledi,8048.29,832.0
2018-01-25,Giovedi,8555.12,877.0
2018-01-26,Venerdi,11395.18,1200.0
2018-01-27,Sabato,14665.72,1386.0
2018-01-28,Domenica,10588.14,885.0
2018-01-29,Lunedi,6335.78,647.0
2018-01-30,Martedi,6388.99,697.0
2018-01-31,Mercoledi,6592.43,680.0
2018-02-01,Giovedi,7427.7,803.0
2018-02-02,Venerdi,10724.48,1088.0
2018-02-03,Sabato,13089.05,1270.0
2018-02-04,Domenica,10726.9,949.0
2018-02-05,Lunedi,6926.55,716.0
2018-02-06,Martedi,7470.31,733.0
2018-02-07,Mercoledi,6807.24,742.0
2018-02-08,Giovedi,8007.58,807.0
2018-02-09,Venerdi,10906.91,1148.0
2018-02-10,Sabato,13955.44,1319.0
2018-02-11,Domenica,11140.07,972.0
2018-02-12,Lunedi,7050.22,726.0
2018-02-13,Martedi,6942.81,743.0
2018-02-14,Mercoledi,7963.88,802.0
2018-02-15,Giovedi,7930.15,813.0
2018-02-16,Venerdi,10640.83,1114.0
2018-02-17,Sabato,14520.13,1420.0
2018-02-18,Domenica,10561.15,962.0
2018-02-19,Lunedi,6827.58,706.0
2018-02-20,Martedi,6753.71,699.0
2018-02-21,Mercoledi,6870.66,732.0
2018-02-22,Giovedi,7174.27,743.0
2018-02-23,Venerdi,10450.8,1126.0
2018-02-24,Sabato,13290.3,1346.0
2018-02-25,Domenica,8862.68,824.0
2018-02-26,Lunedi,6806.7,690.0
2018-02-27,Martedi,6667.65,702.0
2018-02-28,Mercoledi,7967.52,781.0
2018-03-01,Giovedi,5024.43,504.0
2018-03-02,Venerdi,9287.99,984.0
2018-03-03,Sabato,9744.98,961.0
2018-03-04,Domenica,9708.74,953.0
2018-03-05,Lunedi,7424.16,766.0
2018-03-06,Martedi,6811.13,743.0
2018-03-07,Mercoledi,6415.9,701.0
2018-03-08,Giovedi,8874.56,924.0
2018-03-09,Venerdi,10614.15,1151.0
2018-03-10,Sabato,13355.34,1394.0
2018-03-11,Domenica,9931.41,905.0
2018-03-12,Lunedi,6779.96,757.0
2018-03-13,Martedi,6436.48,700.0
2018-03-14,Mercoledi,7258.95,804.0
2018-03-15,Giovedi,6881.51,735.0
2018-03-16,Venerdi,11083.05,1203.0
2018-03-17,Sabato,12696.6,1337.0
2018-03-18,Domenica,10172.84,958.0
2018-03-19,Lunedi,7241.5,741.0
2018-03-20,Martedi,6803.31,695.0
2018-03-21,Mercoledi,7148.63,783.0
2018-03-22,Giovedi,8153.44,915.0
2018-03-23,Venerdi,10316.36,1128.0
2018-03-24,Sabato,13297.46,1320.0
2018-03-25,Domenica,10818.29,1023.0
2018-03-26,Lunedi,6844.75,753.0
2018-03-27,Martedi,6763.38,717.0
2018-03-28,Mercoledi,7573.18,837.0
2018-03-29,Giovedi,9836.3,1029.0
2018-03-30,Venerdi,9718.48,1085.0
2018-03-31,Sabato,10977.74,1131.0
2018-04-01,Domenica,5943.49,599.0
2018-04-02,Lunedi,9801.31,930.0
2018-04-03,Martedi,7648.11,767.0
2018-04-04,Mercoledi,6185.77,705.0
2018-04-05,Giovedi,7258.67,803.0
2018-04-06,Venerdi,9746.55,1106.0
2018-04-07,Sabato,13744.43,1381.0
2018-04-08,Domenica,9310.51,920.0
2018-04-09,Lunedi,7035.29,745.0
2018-04-10,Martedi,6951.64,740.0
2018-04-11,Mercoledi,7622.8,776.0
2018-04-12,Giovedi,8269.89,819.0
2018-04-13,Venerdi,11683.26,1239.0
2018-04-14,Sabato,14311.58,1339.0
2018-04-15,Domenica,11362.06,1058.0
2018-04-16,Lunedi,7125.15,733.0
2018-04-17,Martedi,7471.63,788.0
2018-04-18,Mercoledi,7500.8,766.0
2018-04-19,Giovedi,8968.11,914.0
2018-04-20,Venerdi,11438.07,1212.0
2018-04-21,Sabato,12886.42,1226.0
2018-04-22,Domenica,9739.62,878.0
2018-04-23,Lunedi,7039.57,739.0
2018-04-24,Martedi,7902.79,842.0
2018-04-25,Mercoledi,10079.86,982.0
2018-04-26,Giovedi,6657.44,706.0
2018-04-27,Venerdi,9994.86,1045.0
2018-04-28,Sabato,12030.84,1152.0
2018-04-29,Domenica,10057.98,936.0
2018-04-30,Lunedi,9814.63,949.0
2018-05-01,Martedi,11512.06,1016.0
2018-05-02,Mercoledi,6220.85,671.0
2018-05-03,Giovedi,7457.25,784.0
2018-05-04,Venerdi,9765.72,1043.0
2018-05-05,Sabato,13169.1,1344.0
2018-05-06,Domenica,9193.95,853.0
2018-05-07,Lunedi,6247.1,683.0
2018-05-08,Martedi,6899.01,721.0
2018-05-09,Mercoledi,7543.77,809.0
2018-05-10,Giovedi,7556.44,795.0
2018-05-11,Venerdi,11621.37,1179.0
2018-05-12,Sabato,12792.69,1311.0
2018-05-13,Domenica,10156.81,913.0
2018-05-14,Lunedi,6849.93,713.0
2018-05-15,Martedi,7373.8,736.0
2018-05-16,Mercoledi,8893.71,917.0
2018-05-17,Giovedi,7610.51,781.0
2018-05-18,Venerdi,10475.37,1105.0
2018-05-19,Sabato,13102.56,1293.0
2018-05-20,Domenica,10544.06,1018.0
2018-05-21,Lunedi,7038.16,716.0
2018-05-22,Martedi,7052.63,727.0
2018-05-23,Mercoledi,7396.36,758.0
2018-05-24,Giovedi,7361.92,769.0
2018-05-25,Venerdi,9781.95,1043.0
2018-05-26,Sabato,11614.07,1250.0
2018-05-27,Domenica,9294.83,896.0
2018-05-28,Lunedi,6338.13,689.0
2018-05-29,Martedi,6699.76,705.0
2018-05-30,Mercoledi,7240.02,787.0
2018-05-31,Giovedi,7920.16,803.0
2018-06-01,Venerdi,11901.65,1285.0
2018-06-02,Sabato,12432.68,1201.0
2018-06-03,Domenica,9215.64,869.0
2018-06-04,Lunedi,6287.04,698.0
2018-06-05,Martedi,6260.16,688.0
2018-06-06,Mercoledi,6598.55,740.0
2018-06-07,Giovedi,8592.38,903.0
2018-06-08,Venerdi,10593.66,1181.0
2018-06-09,Sabato,11517.24,1163.0
2018-06-10,Domenica,7411.0,761.0
2018-06-11,Lunedi,6654.18,760.0
2018-06-12,Martedi,8107.47,884.0
2018-06-13,Mercoledi,7690.69,795.0
2018-06-14,Giovedi,8371.27,843.0
2018-06-15,Venerdi,9986.32,1084.0
2018-06-16,Sabato,11533.12,1204.0
2018-06-17,Domenica,8435.72,873.0
2018-06-18,Lunedi,6908.36,767.0
2018-06-19,Martedi,7164.19,802.0
2018-06-20,Mercoledi,6972.56,799.0
2018-06-21,Giovedi,8048.22,876.0
2018-06-22,Venerdi,9778.28,1049.0
2018-06-23,Sabato,10264.22,1016.0
2018-06-24,Domenica,8558.71,861.0
2018-06-25,Lunedi,7019.29,805.0
2018-06-26,Martedi,6284.99,679.0
2018-06-27,Mercoledi,6728.89,758.0
2018-06-28,Giovedi,7085.59,782.0
2018-06-29,Venerdi,9937.34,1097.0
2018-06-30,Sabato,10075.43,1077.0
2018-07-01,Domenica,9776.62,1055.0
2018-07-02,Lunedi,6628.33,754.0
2018-07-03,Martedi,7144.74,806.0
2018-07-04,Mercoledi,7157.85,763.0
2018-07-05,Giovedi,7830.54,883.0
2018-07-06,Venerdi,9443.8,1067.0
2018-07-07,Sabato,10325.24,1054.0
2018-07-08,Domenica,8871.09,891.0
2018-07-09,Lunedi,6646.93,701.0
2018-07-10,Martedi,6914.47,788.0
2018-07-11,Mercoledi,7358.63,842.0
2018-07-12,Giovedi,8433.12,949.0
2018-07-13,Venerdi,9235.37,1073.0
2018-07-14,Sabato,10806.74,1137.0
2018-07-15,Domenica,9539.59,898.0
2018-07-16,Lunedi,7401.1,780.0
2018-07-17,Martedi,7383.61,814.0
2018-07-18,Mercoledi,6757.07,771.0
2018-07-19,Giovedi,7608.32,827.0
2018-07-20,Venerdi,10515.21,1172.0
2018-07-21,Sabato,11734.67,1278.0
2018-07-22,Domenica,9320.23,919.0
2018-07-23,Lunedi,6449.97,730.0
2018-07-24,Martedi,6811.63,757.0
2018-07-25,Mercoledi,6825.95,776.0
2018-07-26,Giovedi,6865.85,797.0
2018-07-27,Venerdi,9497.98,1092.0
2018-07-28,Sabato,10363.22,1085.0
2018-07-29,Domenica,9571.04,949.0
2018-07-30,Lunedi,6066.58,698.0
2018-07-31,Martedi,6900.25,803.0
2018-08-01,Mercoledi,7621.03,804.0
2018-08-02,Giovedi,7379.76,795.0
2018-08-03,Venerdi,9197.11,984.0
2018-08-04,Sabato,10457.33,1052.0
2018-08-05,Domenica,8728.24,837.0
2018-08-06,Lunedi,6473.71,711.0
2018-08-07,Martedi,7053.9,761.0
2018-08-08,Mercoledi,6599.45,671.0
2018-08-09,Giovedi,7546.65,761.0
2018-08-10,Venerdi,9893.75,1039.0
2018-08-11,Sabato,10064.88,1049.0
2018-08-12,Domenica,8332.46,816.0
2018-08-13,Lunedi,7956.19,799.0
2018-08-14,Martedi,7230.85,721.0
2018-08-15,Mercoledi,7203.4,661.0
2018-08-16,Giovedi,6992.57,714.0
2018-08-17,Venerdi,8858.12,932.0
2018-08-18,Sabato,9109.16,961.0
2018-08-19,Domenica,7857.98,800.0
2018-08-20,Lunedi,7220.64,769.0
2018-08-21,Martedi,7486.58,804.0
2018-08-22,Mercoledi,7833.89,815.0
2018-08-23,Giovedi,7270.7,785.0
2018-08-24,Venerdi,9881.04,1049.0
2018-08-25,Sabato,11598.23,1168.0
2018-08-26,Domenica,9545.82,935.0
2018-08-27,Lunedi,6877.7,782.0
2018-08-28,Martedi,6715.46,753.0
2018-08-29,Mercoledi,7390.28,779.0
2018-08-30,Giovedi,8760.02,861.0
2018-08-31,Venerdi,10987.47,1122.0
2018-09-01,Sabato,12913.53,1246.0
2018-09-02,Domenica,10732.56,979.0
2018-09-03,Lunedi,7936.88,788.0
2018-09-04,Martedi,7982.76,797.0
2018-09-05,Mercoledi,7391.43,764.0
2018-09-06,Giovedi,8241.01,832.0
2018-09-07,Venerdi,9229.23,977.0
2018-09-08,Sabato,11962.2,1194.0
2018-09-09,Domenica,9301.25,868.0
2018-09-10,Lunedi,8451.21,864.0
2018-09-11,Martedi,8348.98,867.0
2018-09-12,Mercoledi,8123.67,862.0
2018-09-13,Giovedi,8760.26,904.0
2018-09-14,Venerdi,11522.89,1176.0
2018-09-15,Sabato,13086.94,1238.0
2018-09-16,Domenica,10660.24,986.0
2018-09-17,Lunedi,9117.12,882.0
2018-09-18,Martedi,7492.5,780.0
2018-09-19,Mercoledi,7316.63,770.0
2018-09-20,Giovedi,8377.78,966.0
2018-09-21,Venerdi,10458.84,1091.0
2018-09-22,Sabato,13035.2,1233.0
2018-09-23,Domenica,10823.31,1040.0
2018-09-24,Lunedi,6564.27,714.0
2018-09-25,Martedi,6712.79,718.0
2018-09-26,Mercoledi,7856.72,856.0
2018-09-27,Giovedi,7428.48,793.0
