,row ID,Vendite R1,Vendite R2,Vendite R4,Vendite R5,Vendite R6,dayOfWeek,month,year
315,2018-08-06,4711.24,6473.71,2634.29,4526.32,3820.5,Monday,8,2018
316,2018-08-07,4740.63,7053.9,2293.81,5084.73,4015.85,Tuesday,8,2018
317,2018-08-08,3981.68,6599.45,2777.92,5721.02,3435.86,Wednesday,8,2018
318,2018-08-09,5311.68,7546.65,2660.23,6121.8,3523.84,Thursday,8,2018
319,2018-08-10,6298.34,9893.75,3277.43,6827.56,4462.9,Friday,8,2018
320,2018-08-11,8544.57,10064.88,3489.31,7754.39,4365.7,Saturday,8,2018
321,2018-08-12,8092.78,8332.46,2855.75,6654.39,3668.64,Sunday,8,2018
322,2018-08-13,6670.36,7956.19,3396.47,6372.77,3992.16,Monday,8,2018
323,2018-08-14,6099.26,7230.85,3441.08,6224.98,3517.05,Tuesday,8,2018
324,2018-08-15,2542.66,7203.4,2913.35,5941.43,2637.22,Wednesday,8,2018
325,2018-08-16,4979.3,6992.57,3371.4,5359.36,4290.57,Thursday,8,2018
326,2018-08-17,5998.54,8858.12,3403.76,6370.79,4198.68,Friday,8,2018
327,2018-08-18,7250.32,9109.16,3612.9,6689.24,4681.07,Saturday,8,2018
328,2018-08-19,7222.89,7857.98,3187.71,6479.42,4118.79,Sunday,8,2018
329,2018-08-20,5116.13,7220.64,3088.77,5806.17,3257.6,Monday,8,2018
330,2018-08-21,4663.94,7486.58,3324.57,5418.83,3370.3,Tuesday,8,2018
331,2018-08-22,5355.47,7833.89,3039.2,5418.68,3075.96,Wednesday,8,2018
332,2018-08-23,5142.18,7270.7,2916.98,5415.71,3943.13,Thursday,8,2018
333,2018-08-24,6453.35,9881.04,3189.41,6647.05,4965.31,Friday,8,2018
334,2018-08-25,10030.98,11598.23,3483.69,7971.18,5487.78,Saturday,8,2018
335,2018-08-26,7157.78,9545.82,2985.72,6576.88,4919.19,Sunday,8,2018
336,2018-08-27,4904.61,6877.7,2821.46,5403.82,4381.7,Monday,8,2018
337,2018-08-28,4774.85,6715.46,2905.25,5892.84,4276.55,Tuesday,8,2018
338,2018-08-29,5259.39,7390.28,2621.86,5757.76,4726.73,Wednesday,8,2018
339,2018-08-30,5286.18,8760.02,3155.94,5618.77,4568.93,Thursday,8,2018
340,2018-08-31,7047.42,10987.47,3205.59,8047.62,5267.0,Friday,8,2018
341,2018-09-01,11002.76,12913.53,3731.24,10249.33,6017.38,Saturday,9,2018
342,2018-09-02,9468.3,10732.56,3250.56,8194.38,5042.8,Sunday,9,2018
343,2018-09-03,5438.3,7936.88,3422.08,5960.49,5224.28,Monday,9,2018
344,2018-09-04,5511.67,7982.76,3439.59,5579.48,4395.17,Tuesday,9,2018
345,2018-09-05,5161.12,7391.43,3434.09,5648.39,5445.16,Wednesday,9,2018
346,2018-09-06,5544.57,8241.01,3487.31,5908.62,3096.04,Thursday,9,2018
347,2018-09-07,7398.81,9229.23,3322.33,7735.56,5563.57,Friday,9,2018
348,2018-09-08,9459.82,11962.2,3427.11,9375.13,6232.13,Saturday,9,2018
349,2018-09-09,7289.2,9301.25,3061.86,8146.4,5188.42,Sunday,9,2018
350,2018-09-10,5406.64,8451.21,3238.02,6523.24,6303.84,Monday,9,2018
351,2018-09-11,4857.34,8348.98,3780.97,6448.96,5266.49,Tuesday,9,2018
352,2018-09-12,5384.57,8123.67,3575.93,6192.53,7188.44,Wednesday,9,2018
353,2018-09-13,4490.4,8760.26,4038.9,5558.47,5437.75,Thursday,9,2018
354,2018-09-14,6601.11,11522.89,4492.6,7657.88,6661.43,Friday,9,2018
355,2018-09-15,10498.32,13086.94,4137.26,9301.28,7105.74,Saturday,9,2018
356,2018-09-16,7651.89,10660.24,3726.79,7524.42,5192.62,Sunday,9,2018
357,2018-09-17,3997.83,9117.12,3950.52,5551.06,4644.04,Monday,9,2018
358,2018-09-18,4382.14,7492.5,3502.09,5186.36,4720.46,Tuesday,9,2018
359,2018-09-19,4545.87,7316.63,3729.13,5318.45,5398.0,Wednesday,9,2018
360,2018-09-20,5310.17,8377.78,3961.35,6155.96,6492.19,Thursday,9,2018
361,2018-09-21,6338.36,10458.84,4359.62,8290.86,5897.79,Friday,9,2018
362,2018-09-22,9718.48,13035.2,4489.64,9724.23,6708.36,Saturday,9,2018
363,2018-09-23,9163.32,10823.31,3513.62,7496.95,4540.09,Sunday,9,2018
364,2018-09-24,3134.57,6564.27,3373.69,5419.22,3703.1,Monday,9,2018
365,2018-09-25,3856.37,6712.79,3488.64,4865.09,4084.09,Tuesday,9,2018
366,2018-09-26,3291.79,7856.72,3302.96,5361.86,4272.54,Wednesday,9,2018
367,2018-09-27,3447.94,7428.48,3181.28,5248.81,4497.67,Thursday,9,2018
368,2018-09-28,6218.81,10824.43,4365.44,7905.24,6385.41,Friday,9,2018
369,2018-09-29,10134.52,13507.11,4398.09,9721.73,5877.9,Saturday,9,2018
370,2018-09-30,7433.45,10151.15,3531.0,8011.04,4715.34,Sunday,9,2018
371,2018-10-01,3411.98,6670.9,3319.16,5247.63,3464.0,Monday,10,2018
372,2018-10-02,3655.42,6963.89,3464.91,4669.78,3989.86,Tuesday,10,2018
373,2018-10-03,3232.97,7694.18,3483.3,5520.68,3666.39,Wednesday,10,2018
374,2018-10-04,3292.07,7702.0,3438.99,5418.77,4243.78,Thursday,10,2018
375,2018-10-05,6061.26,10869.65,4114.17,7901.84,5994.44,Friday,10,2018
376,2018-10-06,10301.24,12973.32,4086.48,9362.28,7225.68,Saturday,10,2018
377,2018-10-07,7958.09,10376.25,3217.86,7491.95,4199.4,Sunday,10,2018
378,2018-10-08,3117.16,6780.94,3269.22,4748.04,4572.82,Monday,10,2018
379,2018-10-09,2833.49,7008.58,3174.18,4722.86,3777.6,Tuesday,10,2018
380,2018-10-10,3772.73,7651.16,3145.36,5077.2,4082.9,Wednesday,10,2018
381,2018-10-11,3923.09,7565.01,3429.72,6036.18,3761.98,Thursday,10,2018
382,2018-10-12,6234.45,11781.05,4711.34,7575.53,6296.04,Friday,10,2018
383,2018-10-13,10064.4,14860.22,4287.04,10093.46,6296.61,Saturday,10,2018
384,2018-10-14,7996.11,11135.41,3328.94,8025.68,4529.39,Sunday,10,2018
385,2018-10-15,3396.36,6960.93,3626.73,5052.43,3516.4,Monday,10,2018
386,2018-10-16,2963.91,6908.9,3210.72,5135.51,3872.83,Tuesday,10,2018
387,2018-10-17,3251.35,7916.16,3434.29,4983.81,4032.31,Wednesday,10,2018
388,2018-10-18,3147.53,7520.89,3283.02,5744.68,4505.06,Thursday,10,2018
389,2018-10-19,6219.74,11291.22,3845.86,7879.87,6194.72,Friday,10,2018
390,2018-10-20,10432.02,14240.79,4516.62,10203.17,6222.76,Saturday,10,2018
391,2018-10-21,7378.48,11308.14,3612.65,7338.6,4108.06,Sunday,10,2018
392,2018-10-22,3391.27,6742.11,3131.22,5034.32,3240.86,Monday,10,2018
393,2018-10-23,2852.93,7220.01,3005.2,5589.16,3663.6,Tuesday,10,2018
394,2018-10-24,3546.94,7642.56,3486.45,5156.66,5430.23,Wednesday,10,2018
395,2018-10-25,3248.19,7280.46,3055.04,5757.41,4228.92,Thursday,10,2018
396,2018-10-26,5543.23,10884.97,3514.29,7399.83,6502.81,Friday,10,2018
397,2018-10-27,10044.22,12955.02,3509.42,9355.44,5840.0,Saturday,10,2018
398,2018-10-28,8827.94,9778.03,2966.44,8109.04,5162.31,Sunday,10,2018
399,2018-10-29,2474.46,6222.72,2783.65,4704.98,3403.63,Monday,10,2018
400,2018-10-30,3519.6,6940.54,3217.95,5413.47,3997.65,Tuesday,10,2018
401,2018-10-31,8325.16,11661.93,4390.58,9113.04,7010.02,Wednesday,10,2018
402,2018-11-01,8597.04,11547.96,3162.62,7121.61,5136.32,Thursday,11,2018
403,2018-11-02,7391.63,10878.37,3509.92,8444.39,5114.1,Friday,11,2018
404,2018-11-03,11154.13,12737.22,3418.92,9078.65,5540.8,Saturday,11,2018
405,2018-11-04,8588.4,10458.15,3756.85,6885.34,4823.57,Sunday,11,2018
406,2018-11-05,2919.74,6398.51,3310.43,4479.41,3478.62,Monday,11,2018
407,2018-11-06,3031.32,7243.64,2749.75,5016.66,3780.49,Tuesday,11,2018
408,2018-11-07,3550.98,7197.38,3144.55,4784.96,4831.68,Wednesday,11,2018
409,2018-11-08,3832.06,8407.87,3184.16,5016.67,4008.77,Thursday,11,2018
410,2018-11-09,5362.56,10938.59,3894.77,8207.0,6627.14,Friday,11,2018
411,2018-11-10,10044.85,15111.1,4355.28,9748.23,5995.99,Saturday,11,2018
412,2018-11-11,8163.7,11041.85,3327.84,7850.01,4421.3,Sunday,11,2018
413,2018-11-12,3080.62,7136.66,3180.23,4618.05,3772.09,Monday,11,2018
414,2018-11-13,3043.98,8370.48,3049.25,4954.09,4472.7,Tuesday,11,2018
415,2018-11-14,3639.15,7753.39,3208.15,5428.99,4892.31,Wednesday,11,2018
416,2018-11-15,3651.08,7687.32,3364.4,5759.05,4547.56,Thursday,11,2018
417,2018-11-16,6702.27,12099.34,4700.06,8636.85,6186.38,Friday,11,2018
418,2018-11-22,3508.52,8064.71,4234.96,5942.73,5155.7,Thursday,11,2018
419,2018-11-23,7524.35,11712.96,4473.83,8271.15,6570.24,Friday,11,2018
420,2018-11-24,11177.21,14672.09,4820.43,10787.78,6660.53,Saturday,11,2018
421,2018-11-25,9374.52,11955.63,3683.7,8287.46,5047.97,Sunday,11,2018
422,2018-11-26,3393.42,6498.46,3088.89,4344.48,3383.53,Monday,11,2018
423,2018-11-27,3183.71,7189.03,3098.63,5280.05,3384.97,Tuesday,11,2018
424,2018-11-28,3373.34,7725.16,3319.85,5920.38,3698.44,Wednesday,11,2018
425,2018-11-29,3530.83,7723.26,3462.85,5389.67,4461.74,Thursday,11,2018
426,2018-11-30,6109.88,11404.3,3717.47,8482.82,7093.92,Friday,11,2018
427,2018-12-01,12529.94,15380.97,4844.5,10629.48,7595.52,Saturday,12,2018
428,2018-12-02,9514.84,11316.75,3380.45,8209.62,4731.79,Sunday,12,2018
429,2018-12-03,3899.27,6734.97,3648.86,4628.74,4495.85,Monday,12,2018
430,2018-12-04,3560.82,7323.5,3153.29,5141.42,4435.28,Tuesday,12,2018
431,2018-12-05,4103.14,8513.56,3695.82,5820.13,5226.47,Wednesday,12,2018
432,2018-12-06,3902.9,9189.58,3217.7,5596.38,4806.33,Thursday,12,2018
433,2018-12-07,6677.34,12131.85,4609.79,7660.53,7099.96,Friday,12,2018
434,2018-12-08,11847.25,13966.91,4221.52,8679.64,5594.53,Saturday,12,2018
435,2018-12-09,8899.4,11427.02,3606.39,7645.81,4919.64,Sunday,12,2018
436,2018-12-10,3890.35,8079.91,3656.76,4121.21,4503.67,Monday,12,2018
437,2018-12-11,4457.44,7321.74,3465.42,5580.49,5112.14,Tuesday,12,2018
438,2018-12-12,4874.53,7900.31,3889.22,5609.5,5517.41,Wednesday,12,2018
439,2018-12-13,4259.87,8274.9,3301.26,5053.22,4691.45,Thursday,12,2018
440,2018-12-14,6461.89,11087.08,4420.14,8573.13,6842.31,Friday,12,2018
441,2018-12-15,12826.12,15209.22,5114.92,9225.53,7745.06,Saturday,12,2018
442,2018-12-16,9954.35,10845.6,3480.74,8210.84,4638.41,Sunday,12,2018
443,2018-12-17,4377.52,7788.77,5276.66,5101.97,4848.45,Monday,12,2018
444,2018-12-18,4803.0,7920.47,5465.28,6009.27,6245.72,Tuesday,12,2018
445,2018-12-19,4539.7,8565.58,3430.06,6036.6,4697.96,Wednesday,12,2018
446,2018-12-20,6010.2,9778.73,3876.46,7356.02,6424.07,Thursday,12,2018
447,2018-12-21,8736.71,11934.31,5759.82,8919.16,8466.1,Friday,12,2018
448,2018-12-22,12007.32,14937.71,5425.33,9407.11,7409.99,Saturday,12,2018
449,2018-12-23,12037.93,10749.87,3747.02,7624.4,6209.39,Sunday,12,2018
450,2018-12-24,4571.88,3747.22,3936.66,3047.64,1675.25,Monday,12,2018
451,2018-12-25,1983.34,5063.97,2808.35,2780.85,2014.21,Tuesday,12,2018
452,2018-12-26,8159.14,10081.51,2913.35,6282.93,4111.28,Wednesday,12,2018
453,2018-12-27,6821.68,9555.8,3729.91,5684.51,4108.06,Thursday,12,2018
454,2018-12-28,8487.68,12021.25,4055.03,7709.31,5470.42,Friday,12,2018
455,2018-12-29,11384.39,13131.26,4528.19,8746.81,5556.53,Saturday,12,2018
456,2018-12-30,9859.58,11135.89,3702.87,7127.97,4752.64,Sunday,12,2018
457,2018-12-31,2832.3,3878.31,2671.77,2751.94,1274.51,Monday,12,2018
458,2019-01-01,6750.05,14396.22,2808.35,7889.26,5453.05,Tuesday,1,2019
459,2019-01-02,6737.33,9332.93,4039.51,6070.06,3980.16,Wednesday,1,2019
460,2019-01-03,7012.8,9859.58,2733.93,6108.03,4267.35,Thursday,1,2019
461,2019-01-04,7449.76,11900.83,3441.45,7658.83,5556.95,Friday,1,2019
462,2019-01-05,13160.83,15039.21,4081.42,8898.61,6012.48,Saturday,1,2019
463,2019-01-06,9310.02,10923.8,3216.18,7689.23,5059.6,Sunday,1,2019
464,2019-01-07,3035.37,6528.84,2865.13,4483.54,3953.9,Monday,1,2019
465,2019-01-08,2932.31,6134.17,2713.16,4302.93,4008.74,Tuesday,1,2019
466,2019-01-09,3684.71,7364.71,3011.0,5562.01,4311.9,Wednesday,1,2019
467,2019-01-10,3440.78,7866.09,3443.24,6018.92,4563.71,Thursday,1,2019
468,2019-01-11,6640.89,11799.23,3595.02,7687.96,7186.89,Friday,1,2019
469,2019-01-12,12052.7,15180.64,4327.13,9927.06,7129.53,Saturday,1,2019
470,2019-01-13,10256.56,11668.32,2842.83,7826.69,5959.44,Sunday,1,2019
471,2019-01-14,3160.46,7420.26,3603.27,5081.6,4010.75,Monday,1,2019
472,2019-01-15,3638.39,8226.37,3415.15,5212.48,4550.97,Tuesday,1,2019
473,2019-01-16,4021.52,8382.79,3088.55,5414.76,4259.34,Wednesday,1,2019
474,2019-01-17,3778.44,8818.45,3665.76,6062.43,4436.08,Thursday,1,2019
475,2019-01-18,6082.33,12911.71,4010.94,8154.36,7338.18,Friday,1,2019
476,2019-01-19,9609.94,14385.67,4975.09,9748.65,7239.84,Saturday,1,2019
477,2019-01-20,9531.4,11378.09,3788.02,8169.57,5659.8,Sunday,1,2019
478,2019-01-21,3159.82,7404.43,3765.6,5307.29,3775.46,Monday,1,2019
479,2019-01-22,3267.15,6941.86,3110.18,4664.84,4261.69,Tuesday,1,2019
480,2019-01-23,1891.8,7202.7,3330.58,4968.98,3891.45,Wednesday,1,2019
481,2019-01-24,3946.22,9300.17,3801.97,5927.43,5698.69,Thursday,1,2019
482,2019-01-25,6541.06,11542.66,4360.47,7509.91,6315.78,Friday,1,2019
483,2019-01-26,11377.61,14507.25,4897.66,10425.67,7777.9,Saturday,1,2019
484,2019-01-27,8910.6,10306.35,3353.92,7392.57,4629.28,Sunday,1,2019
485,2019-01-28,3322.34,7462.62,3270.24,4622.87,4600.96,Monday,1,2019
486,2019-01-29,3338.71,6805.93,3382.51,4685.36,4744.71,Tuesday,1,2019
487,2019-01-30,2903.97,6749.35,3239.31,4176.5,4026.89,Wednesday,1,2019
488,2019-01-31,3002.35,7361.94,3103.0,5391.06,4084.98,Thursday,1,2019
489,2019-02-01,4549.53,11587.94,3437.08,6133.68,5500.85,Friday,2,2019
490,2019-02-02,10594.64,14666.85,4470.11,9820.65,7096.47,Saturday,2,2019
491,2019-02-03,9951.75,11339.23,2635.45,7611.46,5618.13,Sunday,2,2019
492,2019-02-04,3573.24,7261.55,3123.56,5412.18,4175.44,Monday,2,2019
493,2019-02-05,3562.61,6828.71,3118.42,4861.2,4702.05,Tuesday,2,2019
494,2019-02-06,3958.38,7427.07,3318.69,5757.11,4893.53,Wednesday,2,2019
495,2019-02-07,3090.39,7906.1,2996.55,5688.98,4516.07,Thursday,2,2019
496,2019-02-08,5646.48,12142.58,3698.01,8230.22,7043.99,Friday,2,2019
497,2019-02-09,10765.95,12913.48,4374.89,10369.09,6529.3,Saturday,2,2019
498,2019-02-10,9018.82,10802.76,2836.7,8419.53,4854.46,Sunday,2,2019
499,2019-02-11,3421.18,7420.71,3517.86,4782.3,4223.06,Monday,2,2019
500,2019-02-12,3982.89,6836.11,3477.3,5096.81,4582.0,Tuesday,2,2019
501,2019-02-13,4043.69,8315.12,3425.8,5437.26,4982.89,Wednesday,2,2019
502,2019-02-14,4813.19,10058.32,4292.22,6747.37,5566.27,Thursday,2,2019
503,2019-02-15,6345.31,12295.05,4177.25,7451.15,7556.05,Friday,2,2019
504,2019-02-16,11001.66,13884.96,4524.24,9561.54,6516.39,Saturday,2,2019
505,2019-02-17,9302.67,12030.18,3501.57,8775.96,5650.9,Sunday,2,2019
506,2019-02-18,3080.71,7288.55,3460.26,4903.79,4615.68,Monday,2,2019
507,2019-02-20,3745.61,8204.81,3705.01,6644.58,4574.99,Wednesday,2,2019
508,2019-02-21,4401.63,8419.5,3623.24,6621.66,6136.21,Thursday,2,2019
509,2019-02-22,6599.42,12386.42,3893.23,8195.8,7443.7,Friday,2,2019
510,2019-02-23,11078.52,14667.41,5166.45,9581.43,6427.71,Saturday,2,2019
511,2019-02-24,8560.39,12207.63,3623.15,8127.2,5934.68,Sunday,2,2019
512,2019-02-25,3376.31,7488.62,3643.21,4851.47,4464.43,Monday,2,2019
513,2019-02-26,3501.01,6897.88,3280.71,5131.82,4601.65,Tuesday,2,2019
514,2019-02-27,3828.05,7767.56,3919.62,6067.41,4743.66,Wednesday,2,2019
515,2019-02-28,4270.47,8687.57,3252.95,6167.08,4952.25,Thursday,2,2019
516,2019-03-01,6485.11,12920.62,4486.52,7327.71,7695.46,Friday,3,2019
517,2019-03-02,10544.56,13987.96,4820.34,9541.12,7232.68,Saturday,3,2019
518,2019-03-03,8858.41,11235.79,3546.1,7715.67,5544.94,Sunday,3,2019
519,2019-03-04,5437.22,6767.12,3353.93,5745.97,4243.81,Monday,3,2019
520,2019-03-05,4920.21,7372.38,3334.62,6628.79,4108.75,Tuesday,3,2019
521,2019-03-06,4062.91,7015.28,3176.32,5124.99,5153.92,Wednesday,3,2019
522,2019-03-07,3640.4,8028.04,3028.33,5411.64,4851.83,Thursday,3,2019
523,2019-03-08,6403.51,12044.27,3604.32,8762.02,7484.09,Friday,3,2019
524,2019-03-09,10535.59,13690.91,3620.34,10488.23,6484.46,Saturday,3,2019
525,2019-03-10,8381.99,12083.33,3324.72,8237.29,4901.39,Sunday,3,2019
526,2019-03-11,2988.04,6399.53,3847.04,4604.07,4821.05,Monday,3,2019
527,2019-03-12,3674.71,7072.3,3297.34,4938.62,5312.74,Tuesday,3,2019
528,2019-03-13,3790.64,7611.47,3737.44,5656.91,4608.88,Wednesday,3,2019
529,2019-03-14,3710.22,8116.79,3256.78,5503.09,4772.49,Thursday,3,2019
530,2019-03-15,5579.36,10984.05,4787.33,8863.11,8111.5,Friday,3,2019
531,2019-03-16,10855.93,14913.82,4515.85,8696.9,8313.28,Saturday,3,2019
532,2019-03-17,9611.32,13037.91,3176.45,9274.71,5133.95,Sunday,3,2019
533,2019-03-18,3916.77,7839.25,3336.76,4657.29,4223.95,Monday,3,2019
534,2019-03-19,4027.99,7532.64,3802.67,5733.68,5307.46,Tuesday,3,2019
535,2019-03-20,3652.4,8033.87,3688.97,5536.56,4875.53,Wednesday,3,2019
536,2019-03-21,3829.99,8433.72,3372.5,6412.39,5297.56,Thursday,3,2019
537,2019-03-22,6528.48,10928.6,3976.2,8343.08,6596.07,Friday,3,2019
538,2019-03-23,10419.31,14271.19,4593.75,9509.27,6561.81,Saturday,3,2019
539,2019-03-24,8288.55,11052.31,3628.17,9225.66,6388.09,Sunday,3,2019
540,2019-03-25,3181.07,6718.39,3472.19,5121.28,4258.97,Monday,3,2019
541,2019-03-26,3514.39,6529.04,3203.38,5269.64,4779.4,Tuesday,3,2019
542,2019-03-27,3906.16,7412.01,3624.96,5592.15,4327.25,Wednesday,3,2019
543,2019-03-28,4466.76,9304.69,4040.76,6630.77,6244.53,Thursday,3,2019
544,2019-03-29,5633.65,11281.07,4237.7,7565.87,7214.38,Friday,3,2019
545,2019-03-30,10040.49,13417.71,4391.79,10220.37,6815.57,Saturday,3,2019
546,2019-03-31,8337.43,11330.84,3743.18,8677.36,5171.91,Sunday,3,2019
547,2019-04-01,3961.41,7392.87,3487.25,5318.39,3839.06,Monday,4,2019
548,2019-04-02,3552.3,7248.08,3384.85,5347.66,4962.65,Tuesday,4,2019
549,2019-04-03,4276.68,7906.2,3311.4,5354.96,4609.96,Wednesday,4,2019
550,2019-04-04,3599.57,8225.89,3280.48,5699.09,5041.57,Thursday,4,2019
551,2019-04-05,6615.79,11541.56,4059.39,7370.43,6950.14,Friday,4,2019
552,2019-04-06,10591.73,13354.77,4320.4,9788.43,7575.36,Saturday,4,2019
553,2019-04-07,10514.58,11890.72,3757.96,7783.84,6295.41,Sunday,4,2019
554,2019-04-08,3443.76,6701.43,3260.67,4376.51,3899.87,Monday,4,2019
555,2019-04-09,3868.72,7545.83,3369.35,5034.94,4411.13,Tuesday,4,2019
556,2019-04-10,3461.54,7737.68,3450.59,4716.87,4626.38,Wednesday,4,2019
557,2019-04-11,4342.76,8665.59,3600.22,6192.52,5143.32,Thursday,4,2019
558,2019-04-12,6961.4,11440.79,3985.79,8225.47,7024.4,Friday,4,2019
559,2019-04-13,10486.91,15216.99,4511.07,9827.66,8223.28,Saturday,4,2019
560,2019-04-14,10782.86,11719.73,3480.2,7884.58,5738.89,Sunday,4,2019
561,2019-04-15,3928.26,7756.87,3760.83,4797.29,4857.22,Monday,4,2019
562,2019-04-16,4057.71,7474.38,3492.53,5933.42,4607.48,Tuesday,4,2019
563,2019-04-17,5538.08,9199.35,4828.16,6701.83,6204.19,Wednesday,4,2019
564,2019-04-18,6972.1,10725.72,4188.75,7385.44,6393.96,Thursday,4,2019
565,2019-04-19,6773.17,11544.57,3907.32,8523.19,5510.67,Friday,4,2019
566,2019-04-20,10625.34,12557.98,4965.21,9355.23,5807.23,Saturday,4,2019
567,2019-04-21,2532.04,5900.83,3064.56,4214.62,2478.29,Sunday,4,2019
568,2019-04-22,6091.74,10179.93,2884.9,7058.63,4278.34,Monday,4,2019
569,2019-04-23,7040.27,9767.94,3593.62,5740.71,4321.72,Tuesday,4,2019
570,2019-04-24,7786.08,10401.59,3433.56,7235.4,5266.11,Wednesday,4,2019
571,2019-04-25,10266.48,11303.33,3124.37,7313.96,5069.03,Thursday,4,2019
572,2019-04-26,8838.38,10976.91,3419.52,7241.05,5474.36,Friday,4,2019
573,2019-04-27,10105.58,13567.39,4318.51,8777.59,5837.0,Saturday,4,2019
574,2019-04-28,7520.54,10618.37,3382.74,7542.47,4331.75,Sunday,4,2019
575,2019-04-29,4404.09,6755.57,3123.79,5152.58,4303.54,Monday,4,2019
576,2019-04-30,6391.14,9814.44,3860.33,7015.9,5680.66,Tuesday,4,2019
577,2019-05-01,6583.44,10710.25,3289.64,6514.38,4813.95,Wednesday,5,2019
578,2019-05-02,3300.88,7254.26,3191.45,5207.93,4466.11,Thursday,5,2019
579,2019-05-03,6900.29,11292.93,3627.96,6610.9,6255.01,Friday,5,2019
580,2019-05-04,8981.83,14050.2,3980.44,9988.69,6994.54,Saturday,5,2019
581,2019-05-05,10350.35,9890.24,3361.2,7654.25,5150.75,Sunday,5,2019
582,2019-05-06,3632.61,7809.97,2981.1,5134.84,4382.57,Monday,5,2019
583,2019-05-07,3715.51,7685.37,2800.23,5038.32,4396.3,Tuesday,5,2019
584,2019-05-08,4181.5,7818.1,2990.18,5519.58,5193.9,Wednesday,5,2019
585,2019-05-09,4270.09,8092.0,3252.22,5197.78,5525.81,Thursday,5,2019
586,2019-05-10,6768.63,12043.88,3555.95,8283.76,6802.84,Friday,5,2019
587,2019-05-11,10110.52,14041.46,4936.59,9968.17,6048.78,Saturday,5,2019
588,2019-05-12,8726.01,10763.84,4498.31,8302.48,4724.6,Sunday,5,2019
589,2019-05-13,3973.74,7248.0,3266.39,5195.69,4034.4,Monday,5,2019
590,2019-05-14,3556.26,7480.65,2971.1,5548.86,4600.65,Tuesday,5,2019
591,2019-05-15,4876.17,8995.81,3447.96,5400.27,5125.5,Wednesday,5,2019
592,2019-05-16,4655.67,8403.22,3678.39,6354.07,6139.64,Thursday,5,2019
593,2019-05-17,6545.1,12339.01,3552.29,8865.1,7310.33,Friday,5,2019
594,2019-05-18,11988.42,14140.1,4532.78,9770.58,6301.07,Saturday,5,2019
595,2019-05-19,10034.85,11249.72,3529.72,7740.9,4387.89,Sunday,5,2019
596,2019-05-20,3370.59,7534.11,3484.07,4777.63,4491.27,Monday,5,2019
597,2019-05-21,3814.08,7858.72,3379.48,5961.36,4832.52,Tuesday,5,2019
598,2019-05-22,4372.19,7731.45,3053.95,5278.61,5115.05,Wednesday,5,2019
599,2019-05-23,4850.49,8779.53,3482.12,6093.27,5421.45,Thursday,5,2019
600,2019-05-24,6137.82,11213.65,3654.87,8262.26,7878.08,Friday,5,2019
601,2019-05-25,9634.46,14746.01,4160.56,10438.9,6264.0,Saturday,5,2019
602,2019-05-26,9047.01,12047.47,3426.87,8334.62,5245.69,Sunday,5,2019
603,2019-05-27,4929.93,7913.28,3452.86,5762.66,4395.17,Monday,5,2019
604,2019-05-28,3713.5,6740.18,3167.05,5644.17,4868.27,Tuesday,5,2019
605,2019-05-29,3934.4,7277.54,3024.43,6197.85,5100.26,Wednesday,5,2019
606,2019-05-30,4010.07,8435.57,3394.17,5681.42,6152.75,Thursday,5,2019
607,2019-05-31,5230.62,11796.77,3920.0,8468.69,6308.91,Friday,5,2019
608,2019-06-01,8449.73,13490.28,4164.26,9626.05,6617.67,Saturday,6,2019
609,2019-06-02,7178.12,10830.86,3327.43,7001.57,5881.37,Sunday,6,2019
610,2019-06-03,3469.55,6714.52,3459.41,5228.68,4042.79,Monday,6,2019
611,2019-06-04,3598.06,7061.04,3533.48,5459.66,4824.64,Tuesday,6,2019
612,2019-06-05,3720.97,7461.81,3446.04,5229.34,5325.06,Wednesday,6,2019
613,2019-06-06,3914.39,8104.62,3204.78,5035.47,5300.53,Thursday,6,2019
614,2019-06-07,6297.41,11588.12,5608.24,9442.44,8081.45,Friday,6,2019
615,2019-06-08,8275.45,13457.71,3849.77,9272.32,6586.21,Saturday,6,2019
616,2019-06-09,8550.77,10254.83,3496.91,7799.99,5296.17,Sunday,6,2019
617,2019-06-10,4159.15,7631.16,3212.73,5598.02,4234.49,Monday,6,2019
618,2019-06-11,4184.89,7610.45,3473.36,5502.44,4860.18,Tuesday,6,2019
619,2019-06-12,3953.47,8042.82,3642.28,5931.09,5132.0,Wednesday,6,2019
620,2019-06-13,4217.67,8088.08,3249.39,6216.82,4608.31,Thursday,6,2019
621,2019-06-14,6437.1,10238.17,3426.68,8006.16,6520.0,Friday,6,2019
622,2019-06-15,8574.9,13242.27,4071.25,9431.07,6865.75,Saturday,6,2019
623,2019-06-16,7492.98,10322.49,3504.81,8236.97,4888.67,Sunday,6,2019
624,2019-06-17,3873.36,7615.85,3864.69,4685.42,4481.61,Monday,6,2019
625,2019-06-18,3850.91,7598.78,3263.11,5500.08,4134.9,Tuesday,6,2019
626,2019-06-19,4022.87,8009.6,3732.78,5950.43,5963.0,Wednesday,6,2019
627,2019-06-20,4483.75,9090.08,3809.5,7500.88,5026.11,Thursday,6,2019
628,2019-06-21,5998.28,10690.14,3873.84,8645.15,5540.97,Friday,6,2019
629,2019-06-22,9033.21,13392.95,4188.95,10925.37,5882.47,Saturday,6,2019
630,2019-06-23,6667.7,9518.75,3556.03,7121.31,4802.15,Sunday,6,2019
631,2019-06-24,4016.23,7167.07,3426.07,5394.57,4175.25,Monday,6,2019
